country,genre,survey_score,kf_score,survey_source,youtube_views,youtube_matched_videos,youtube_error,youtube_source,trends_interest,trends_source,kf_count,kf_source,export_usd,customs_source,survey_norm,youtube_norm,trends_norm,L2_norm,wa,wb,wg,L3_norm,L1_norm,dsi,genre_weight,weighted_dsi
AR,kgame,58,43,sample_baseline,0,0,search_http_429,youtube_api,5.0,trends_api,60,kf_api,,,40.0,0.0,1.4084507042253522,100.0,0.4,0.35,0.25,16.35211267605634,,66.54084507042253,0.1067,7.099908169014085
AR,kwebtoon,50,43,sample_baseline,0,0,search_http_429,youtube_api,5.0,trends_api,60,kf_api,,,30.76923076923077,50.0,8.333333333333332,100.0,0.4,0.35,0.25,31.89102564102564,,72.75641025641025,0.0615,4.47451923076923
AR,kfood,36,43,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,60,kf_api,255848.0,customs_api,22.22222222222222,0.0,0.0,100.0,0.4,0.35,0.25,8.88888888888889,0.0,31.77777777777778,0.1677,5.329133333333333
AR,kbeauty,44,43,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,60,kf_api,6759462.0,customs_api,21.62162162162162,0.0,0.0,100.0,0.4,0.35,0.25,8.64864864864865,0.7770720006530083,32.11826573005624,0.2165,6.953604530557175
AR,kfashion,32,43,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,60,kf_api,1502.0,customs_api,22.22222222222222,50.0,14.285714285714285,100.0,0.4,0.35,0.25,29.960317460317462,0.0026289425313974035,35.99337796332919,0.1401,5.0426722526624195
AR,ktourism,33,43,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,60,kf_api,8000.0,sample_kto,22.727272727272727,50.0,20.0,100.0,0.4,0.35,0.25,31.590909090909093,1.0169491525423728,36.826656394453,0.056,2.0622927580893684
AE,kpop,63,40,sample_baseline,70095947,25,,youtube_api,11.0,trends_api,45,kf_api,,,30.555555555555557,75.75737109964777,12.195121951219512,51.61290322580645,0.4,0.35,0.25,41.78608259490382,,47.6821749734454,0.1228,5.855371086739095
AE,kvideo,50,40,sample_baseline,5092294,1,,youtube_api,12.0,trends_api,45,kf_api,,,38.88888888888889,97.39593753096044,44.0,51.61290322580645,0.4,0.35,0.25,60.64413369139171,,55.225395412040555,0.1287,7.10750838952962
AE,kgame,52,40,sample_baseline,147862,1,,youtube_api,17.0,trends_api,45,kf_api,,,10.0,5.902639305553061,18.30985915492958,51.61290322580645,0.4,0.35,0.25,10.643388545675965,,35.22509735375425,0.1067,3.7585178876455787
AE,kwebtoon,44,40,sample_baseline,0,0,search_http_429,youtube_api,7.0,trends_api,45,kf_api,,,7.6923076923076925,50.0,16.666666666666664,51.61290322580645,0.4,0.35,0.25,24.743589743589745,,40.86517783291977,0.0615,2.513208436724566
